Sports_tags,number,overlap_num,overlap_word
league,27,14,"['vleague', 'afcchampionsleague', 'toyotavleague2017', 'v-league2017', 'vleague2018', 'chinavolleyballleague2017', 'v.league', 'tr?cti?pvleague', 'majorleaguebaseball', 'majorleague', 'k-league', 'nuticafevleague2018', 'v-league2018', 'vođ?chvleague']"
clevelandcavaliers,27,25,"['clevelandcavaliersvsbostoncelticsfullgamehighlights', 'clevelandcavaliersvsbostoncelticshighlights', 'clevelandcavaliersvstorontoraptorshighlights', 'clevelandcavaliersvstorontoraptorsfullgamehighlights', 'clevelandcavaliersvsgoldenstatewarriorsfullgamehighlights', 'clevelandcavaliersvsindianapacersfullgamehighlights', 'clevelandcavaliersvsindianapacershighlights', 'clevelandcavaliersvsatlantahawksfullgamehighlights', 'clevelandcavaliersvsatlantahawkshighlights', 'clevelandcavaliersvsgoldenstatewarriorshighlights', 'goldenstatewarriorsvsclevelandcavaliers', 'clevelandcavaliersvssacramentokingshighlights', 'clevelandcavaliersvssacramentokingsfullgamehighlights', 'clevelandcavaliersvsorlandomagicfullgamehighlights', 'clevelandcavaliersvsorlandomagichighlight', 'clevelandcavaliersvsphiladelphiasixerslakersfullgamehighlights', 'clevelandcavaliersvsphiladelphiasixershighlights', 'clevelandcavaliersvsoklahomacitythunderfullgamehighlights', 'oklahomacitythundervsclevelandcavaliershighlights', 'clevelandcavaliersvsnewyorkknickshighlights', 'clevelandcavaliersvsnewyorkknicksfullgamehighlights', 'clevelandcavaliersvscharlottehornetshighlights', 'clevelandcavaliersvscharlottehornetsfullgamehighlights', 'clevelandcavaliersvsdenvernuggetshighlights', 'clevelandcavaliersvsdenvernuggetsfullgamehighlights']"
cavaliers,26,84,"['clevelandcavaliers', 'clevelandcavaliersvsbostoncelticsfullgamehighlights', 'celticsvscavaliersfullgamehighlights', 'clevelandcavaliersvsbostoncelticshighlights', 'cavaliersvscelticsfullgamehighlights', 'raptorsvscavaliersfullgamehighlights', 'clevelandcavaliersvstorontoraptorshighlights', 'clevelandcavaliersvstorontoraptorsfullgamehighlights', 'cavaliersvsraptorsfullgamehighlights', 'clevelandcavaliersvsgoldenstatewarriorsfullgamehighlights', 'clevelandcavaliersvsindianapacersfullgamehighlights', 'cavaliersvspacersfullgamehighlights', 'pacersvscavaliersfullgamehighlights', 'clevelandcavaliersvsindianapacershighlights', 'cavaliersvscelticsgame1', 'celticsvscavaliersgame1', 'cavaliersvswarriors', 'warriorsvscavaliers', 'cavaliersvshawksfullgamehighlights', 'hawksvscavaliers', 'cavaliersvshawks', 'clevelandcavaliersvsatlantahawksfullgamehighlights', 'clevelandcavaliersvsatlantahawkshighlights', 'cavaliersvspacersgame2', 'pacersvscavaliersgame2', 'warriorsvscavaliersfullgamehighlights', 'cavaliersvswarriorsfullgamehighlights', 'clevelandcavaliersvsgoldenstatewarriorshighlights', 'cavaliersvsgswarriorsfullgamehighlights', 'gswarriorsvscavaliersfullgamehighlights', 'goldenstatewarriorsvsclevelandcavaliers', 'cavaliersvsraptorsgame1', 'raptorsvscavaliersgame2', 'cavaliersvsraptorsgame2', 'cavaliersvsceltics', 'celticsvscavaliers', 'celticsvscavaliersgame2', 'cavaliersvscelticsgame2', 'pacersvscavaliersgame5', 'cavaliersvspacersgame5', 'pacersvscavaliers', 'cavaliersvswarriorsgame1', 'warriorsvscavaliersgame1', 'kingsvscavaliers', 'clevelandcavaliersvssacramentokingshighlights', 'cavaliersvskings', 'clevelandcavaliersvssacramentokingsfullgamehighlights', 'cavaliersvskingsfullgamehighlights', 'cavaliersvsmagicfullgamehighlights', 'clevelandcavaliersvsorlandomagicfullgamehighlights', 'magicvscavaliers', 'magicvscavaliersfullgamehighlights', 'cavaliersvsmagic', 'clevelandcavaliersvsorlandomagichighlight', 'kingsvscavaliersfullgamehighlights', 'hawksvscavaliersfullgamehighlights', 'clevelandcavaliersvsphiladelphiasixerslakersfullgamehighlights', '76ersvscavaliers', 'sixersvscavaliers', 'sixersvscavaliersfullgamehighlights', 'cavaliersvssixers', 'cavaliersvssixersfullgamehighlights', 'clevelandcavaliersvsphiladelphiasixershighlights', 'cavaliersvsthunder', 'clevelandcavaliersvsoklahomacitythunderfullgamehighlights', 'thundervscavaliersfullgamehighlights', 'cavaliersvsthunderfullgamehighlights', 'oklahomacitythundervsclevelandcavaliershighlights', 'raptorsvscavaliers', 'cavaliersvsraptors', 'cavaliersvsknicksfullgamehighlights', 'clevelandcavaliersvsnewyorkknickshighlights', 'clevelandcavaliersvsnewyorkknicksfullgamehighlights', 'cavaliersvsknicks', 'cavaliersvshornetsfullgamehighlights', 'cavaliersvshornets', 'clevelandcavaliersvscharlottehornetshighlights', 'clevelandcavaliersvscharlottehornetsfullgamehighlights', 'nuggetsvscavaliersfullgamehighlights', 'cavaliersvsnuggets', 'nuggetsvscavaliers', 'clevelandcavaliersvsdenvernuggetshighlights', 'clevelandcavaliersvsdenvernuggetsfullgamehighlights', 'cavaliersvsnuggetsfullgamehighlights']"
신태용,26,1,['신태용호']
double,26,0,[]
base,26,7,"['baseball', 'baseballplays', 'baseballhighlights', 'baseballgame', 'baseball2018', 'koreabaseball', 'majorleaguebaseball']"
hit,26,2,"['rohitkumar', 'hititlong']"
fork,26,0,[]
error,26,0,[]
triple,26,0,[]
mls,26,0,[]
single,26,0,[]
serie,26,1,['#seriea']
stadium,26,0,[]
npb,26,0,[]
fastball,26,0,[]
curve,26,0,[]
foul,26,0,[]
professional,26,1,['golfteachingprofessional']
sinker,26,0,[]
strike,26,0,[]
wbc,26,0,[]
steal,26,0,[]
기성용,26,1,['기성용골']
hr,26,1,['elisechristie']
대한민국,25,6,"['세르비아대한민국', '대한민국온두라스', '대한민국온두라스하이라이트', '대한민국콜롬비아', '대한민국vs북한', '동아시안컵대한민국vs북한']"
해외,24,11,"['해외반응', '해외축구갤러리', '평창해외반응', '평창올림픽해외반응', '정현해외반응', '해외파', '여자컬링해외언론', '해외언론', '컬링해외반응', '해외축구', '해외파활약']"
gsw,24,30,"['gswarriors', 'pelicansvsgswarriorsfullgamehighlights', 'gswarriorsvspelicansfullgamehighlights', 'gswarriorsvsspursfullgamehighlights', 'spursvsgswarriorsfullgamehighlights', 'gswarriorsvsceltics', 'gswvsceltics', 'gswarriorsvsokcthunderfullgamehighlights', 'okcthundervsgswarriorsfullgamehighlights', 'mavericksvsgswarriorsfullgamehighlights', 'gswvscavs', 'gswarriorsvsmavericksfullgamehighlights', 'cavaliersvsgswarriorsfullgamehighlights', 'gswarriorsvscavaliersfullgamehighlights', 'rocketsvsgswarriorsfullgamehighlights', 'gswarriorsvsrocketsfullgamehighlights', 'spursvsgswarriors', 'gswarriorsvsknicks', 'gswarriorsvsknicksfullgamehighlights', 'knicksvsgswarriorsfullgamehighlights', 'celticsvsgswarriorsfullgamehighlights', 'gswarriorsvscelticsfullgamehighlights', 'cavsvsgsw', 'gswarriorsvsbulls', 'bullsvsgswarriors', 'gswarriorsvshawksfullgamehighlights', 'hawksvsgswarriorsfullgamehighlights', 'gswarriorsvsheat', 'netsvsgswarriorsfullgamehighlights', 'gswarriorsvsnetsfullgamehighlights']"
네티즌,24,0,[]
골,24,31,"['모든골하이라이트해설', '손흥민골', '기성용골', '즐라탄데뷔골', '즐라탄역전골', '11호골', '7호골', '원더골', '권창훈골', '권창훈5호골', '골프레슨', '권창훈원더골', '권창훈시즌5호골', '골프스윙', '미녀골퍼', '프링골스챌린지', '프링골스', '손흥민리그8호골', '골키퍼', '석현준멀티골', '골프', '골프프로', '골프래슨', '이승우골', '이승우데뷔골', '호날두골', '챔스골모음', '손흥민토트넘골', '자책골', '리영철자책골', '북한자책골']"
일본,24,27,"['일본반응', '평창일본반응', '한국일본', '베트남일본', '정현일본반응', '일본선수', '평창올림픽일본반응', '일본한국', '여자컬링일본', '아시안컵한국일본', '한국일본동아시안컵', '박지성일본', '한국일본하이라이트', '한국일본4-1', '일본반응평창개막식개회식김연아yunakim드론오륜기안정환', '일본브라질축구', '브라질일본', '일본야구유튜버', '한국일본야구', '브라질일본축구', '일본브라질하이라이트', '브라질일본하이라이트', '일본브라질', '일본문화', '일본인', '일본어', '일본반응쇼트트랙3000계주평창올림픽']"
김보름,23,10,"['김보름인터뷰', '김보름직캠', '김보름인성', '팀추월김보름', '김보름논란', '빙속김보름', '김보름노선영', '김보름인터뷰논란', '김보름박지우', '김보름기자회견']"
노선영,23,5,"['노선영선수', '팀추월노선영', '노선영저격', '김보름노선영', '노선영기자회견']"
amazing,23,0,[]
논란,23,6,"['인터뷰논란', '평창논란', '여자계주논란', '김보름논란', '김보름인터뷰논란', '이용규논란']"
경기,23,18,"['야구경기', '여자팀추월경기', '여자팀추월경기장면', '여자팀추월경기영상', '친선경기', '권창훈3경기', '연습경기', '명경기', '경기하이라이트', '오타니경기', '오승환경기', '류현진무실점경기', '정현경기생중계', '정현경기', '류현진경기', '추신수경기', '챔스명경기', '경기도체육회']"
skills,23,0,[]
아프리카tv,23,0,[]
드리블,22,3,"['권창훈드리블', '손흥민드리블', '메시드리블']"
안정환,22,1,['일본반응평창개막식개회식김연아yunakim드론오륜기안정환']
congph??ng,22,1,['nguy?ncongph??ng']
선수,22,9,"['야구선수', '노선영선수', '선수촌식당', '일본선수', '선수촌', '허정한선수', '조재호선수', '복싱선수', '권투선수']"
2018nbaplayoffs,22,0,[]
명장면,22,1,['복싱명장면']
surprise,22,0,[]
박지우,21,2,"['팀추월박지우', '김보름박지우']"
cavs,21,16,"['cavsvsceltics', 'cavsvshawks', 'cavsvspacers', 'gswvscavs', 'raptorsvscavsgame2', 'raptorsvscavsgame4fullgamehighlights', '2019finalsgame3cavswarriorsfullhighlights', 'cavsvswarriors', 'cavsvskings', 'cavsvsmagic', 'cavsvsgsw', 'cavsvsthunder', 'cavsvsraptors', 'cavsvsknicks', 'cavsvshornets', 'cavsvsnuggets']"
dribble,21,0,[]
warriors,21,92,"['goldenstatewarriors', 'gswarriors', 'goldenstatewarriorsvsneworleanspelicanshighlights', 'pelicansvsgswarriorsfullgamehighlights', 'goldenstatewarriorsvsneworleanspelicansfullgamehighlights', 'gswarriorsvspelicansfullgamehighlights', 'clevelandcavaliersvsgoldenstatewarriorsfullgamehighlights', 'gswarriorsvsspursfullgamehighlights', 'goldenstatewarriorsvssanantoniospurshighlights', 'goldenstatewarriorsvssanantoniospursfullgamehighlights', 'spursvsgswarriorsfullgamehighlights', 'celticsvswarriors', 'goldenstatewarriorsvsbostoncelticshighlights', 'gswarriorsvsceltics', 'warriorsvscelticsfullgamehighlights', 'warriorsvspelicansgame4', 'pelicansvswarriorsgame4', 'cavaliersvswarriors', 'warriorsvscavaliers', 'goldenstatewarriorsvsbostoncelticsfullgamehighlights', 'gswarriorsvsokcthunderfullgamehighlights', 'oklahomacitythundervsgoldenstatewarriorshighlights', 'warriorsvsthunder', 'okcthundervsgswarriorsfullgamehighlights', 'thundervswarriors', 'oklahomacitythundervsgoldenstatewarriorsfullgamehighlights', 'warriorsvsspurs', 'spursvswarriors', 'mavericksvsgswarriorsfullgamehighlights', 'warriorsvsmavericks', 'warriorsvscavaliersfullgamehighlights', 'cavaliersvswarriorsfullgamehighlights', 'goldenstatewarriorsvsdallasmavericksfullgamehighlights', 'gswarriorsvsmavericksfullgamehighlights', 'mavericksvswarriors', 'goldenstatewarriorsvsdallasmaverickshighlights', 'clevelandcavaliersvsgoldenstatewarriorshighlights', 'cavaliersvsgswarriorsfullgamehighlights', 'gswarriorsvscavaliersfullgamehighlights', 'goldenstatewarriorsvsclevelandcavaliers', '2019finalsgame3cavswarriorsfullhighlights', 'goldenstatewarriorsvshoustonrocketshighlights', 'warriorsvsrocketsgame1', 'rocketsvswarriorsgame1', 'rocketsvsgswarriorsfullgamehighlights', 'gswarriorsvsrocketsfullgamehighlights', 'goldenstatewarriorsvshoustonrocketsfullgamehighlights', 'spursvswarriorsgame5highlights', 'warriorsvsspursgame5', 'spursvswarriorsgame5', 'pelicansvswarriorsgame1', 'warriorsvspelicansgame1', 'warriorsvsrocketsgame7highlights', 'spursvsgswarriors', 'cavaliersvswarriorsgame1', 'warriorsvscavaliersgame1', 'cavsvswarriors', 'warriorsvspelicansgame2', 'pelicansvswarriorsgame2', 'warriorsvsnets', 'goldenstatewarriorsvsnewyorkknickshighlights', 'gswarriorsvsknicks', 'goldenstatewarriorsvsnewyorkknicksfullgamehighlights', 'gswarriorsvsknicksfullgamehighlights', 'knicksvswarriors', 'knicksvsgswarriorsfullgamehighlights', 'celticsvsgswarriorsfullgamehighlights', 'bostoncelticsvsgoldenstatewarriorsfullgamehighlights', 'gswarriorsvscelticsfullgamehighlights', 'gswarriorsvsbulls', 'warriorsvsbullsfullgamehighlights', 'bullsvsgswarriors', 'goldenstatewarriorsvschicagobullshighlights', 'bullsvswarriorsfullgamehighlights', 'goldenstatewarriorsvschicagobullsfullgamehighlights', 'gswarriorsvshawksfullgamehighlights', 'hawksvsgswarriorsfullgamehighlights', 'warriorsvshawks', 'goldenstatewarriorsvsatlantahawkshighlights', 'goldenstatewarriorsvsatlantahawksfullgamehighlights', 'hawksvswarriors', 'goldenstatewarriorsvsmiamiheatfullgamehighlights', 'heatvswarriors', 'warriorsvsheatfullgamehighlights', 'gswarriorsvsheat', 'warriorsvsheat', 'goldenstatewarriorsvsmiamiheathighlights', 'netsvsgswarriorsfullgamehighlights', 'goldenstatewarriorsvsbrooklynnetshighlights', 'goldenstatewarriorsvsbrooklynnetsfullgamehighlights', 'gswarriorsvsnetsfullgamehighlights', 'netsvswarriors']"
이청용,21,0,[]
사건,20,0,[]
이근호,20,0,[]
프로동네야구,20,0,[]
gamst,19,0,[]
pyeongchang,19,2,"['pyeongchangolympics', 'plpyeongchang2018']"
히딩크,19,0,[]
감스트,19,1,['감스트문선민']
베트남,19,28,"['베트남축구', '베트남박항서', '베트남우즈벡', '베트남우승', '베트남8강', '베트남카타르', '베트남이라크', '베트남축구결승', '베트남준결승', '박항서베트남', '베트남일본', '베트남4강', '베트남축구카퍼레이드', '베트남카퍼레이드', '베트남우즈베키스탄', '베트남감독', '베트남결승', '베트남호주', '베트남응원', '베트남승부차기', '박항서베트남축구', '베트남비텍스코', '베트남오토바이', '베트남피시방', '베트남문화', '베트남길거리음식', '베트남조별리그', '베트남강독']"
sport,18,8,"['sports', 'olympicwintersport', 'womeninsport', 'wintersport', 'winterolympicsport', 'mbcsportsplus', 'worldsportgroup', 'allthatsports']"
국가대표,18,2,"['여자컬링국가대표', '컬링국가대표']"
평창동계올림픽,18,3,"['2018평창동계올림픽', '평창동계올림픽여자컬링', '평창동계올림픽컬링']"
이승우,18,7,"['이승우볼터치', '이승우온두라스', '이승우하이라이트', '이승우골', '이승우vsac밀란', '이승우ac밀란', '이승우데뷔골']"
베트남축구,18,3,"['베트남축구결승', '베트남축구카퍼레이드', '박항서베트남축구']"
bongđa,18,6,"['tr?cti?pbongđa', 'bongđanam', 'bongđavi?tnam', 'binhlu?nbongđa', 'b?ntinbongđa', 'bongđatoday']"
컬링,17,39,"['여자컬링', '여자컬링영미', '여자컬링안경선배', '여자컬링후지사와', '펑창동계올림픽남자컬링', '여자컬링김은정나이', '평창동계올림픽여자컬링', '여자컬링결혼', '여자컬링김초희', '여자컬링주장', '여자컬링순위', '여자컬링김은지', '평창동계올림픽컬링', '여자컬링꼬부기', '여자컬링메달', '여자컬링김은정결혼', '여자컬링의성', '여자컬링이슬비', '여자컬링분선', '여자컬링김은정인스타', '여자컬링남편', '여자컬링안경언니', '여자컬링국가대표', '컬링국가대표', '여자컬링일본', '여자컬링김지선', '여자컬링예선', '여자컬링김은정', '여자컬링결선', '컬링용어', '여자컬링안경', '여자컬링김은정남편', '여자컬링바나나', '여자컬링해외언론', '컬링해외반응', '컬링금메달', '컬링결승', '한국여자컬링', '한국컬링']"
권창훈,17,11,"['권창훈골', '권창훈드리블', '권창훈스페셜', '권창훈활약', '권창훈3경기', '권창훈5호골', '권창훈원더골', '권창훈시즌5호골', '권창훈하이라이트', '권창훈시즌', '권창훈아미앵']"
염기훈,17,0,[]
개막식,17,6,"['평창올림픽개막식', '평창개막식', '개막식반응', '올림픽개막식', '개막식인면조', '일본반응평창개막식개회식김연아yunakim드론오륜기안정환']"
호날두,17,10,"['호날두프리킥', '맨유호날두', '호날두킥', '호날두스페셜', '크리스티아누호날두', '호날두골', '호날두오버헤드킥', '호날두하이라이트', '호날두개인기', '호날두메시']"
